max_temp/tiny,False,1.469,18.293,26.879
max_temp/small,False,0.607,295.991,179.683
max_temp/medium,False,0.547,944.683,516.923
max_temp/large,False,0.399,2527.272,1009.395
bio4/small,True,0.679,36.970,25.110
bio4/medium,True,0.644,200.170,128.910
bio4/large,True,0.476,4610.700,2196.720
unix_50/full,False,48.738,0.044,2.146
unix_50/full10m,False,0.640,3.707,2.372
unix_50/full100m,False,0.227,40.407,9.159
dgsh/1,False,1.158,2.663,3.082
dgsh/1-10x,False,0.777,23.732,18.436
dgsh/1-100x,False,0.785,249.022,195.585
dgsh/1-1000x,False,0.728,2308.515,1681.490
dgsh/2,False,0.905,35.435,32.079
dgsh/3,False,1.494,6.960,10.400
dgsh/4,False,1.263,3.433,4.336
dgsh/5,False,2.289,0.547,1.253
dgsh/5-10x,False,1.117,4.988,5.572
dgsh/5-100x,False,1.026,50.372,51.678
dgsh/5-1000x,False,1.003,519.843,521.489
dgsh/6,False,2.805,0.536,1.504
dgsh/6-10x,False,1.387,2.459,3.409
dgsh/6-100x,False,1.049,21.132,22.175
dgsh/6-1000x,False,1.016,206.575,209.864
dgsh/7,False,61.231,0.098,6.025
dgsh/7-10x,False,11.609,0.551,6.392
dgsh/7-100x,False,1.578,4.904,7.739
dgsh/7-1000x,False,0.641,48.131,30.855
dgsh/8,False,1.666,1.596,2.658
dgsh/8-10x,False,0.785,15.423,12.107
dgsh/8-100x,False,0.760,154.015,116.993
dgsh/8-1000x,False,0.682,1550.731,1057.412
dgsh/9,False,8.090,0.348,2.814
dgsh/17,False,164.304,0.005,0.797
dgsh/17-10x,False,42.905,0.020,0.839
dgsh/17-100x,False,5.792,0.137,0.796
dgsh/17-1000x,False,1.508,1.236,1.864
dgsh/18,False,8.624,0.234,2.018
bus-analytics/full,False,0.245,119.604,29.253
bus-analytics/full-100M,False,0.411,3.277,1.348
bus-analytics/full-10G,False,0.241,353.836,85.403
log-analysis/small,False,0.898,39.047,35.057
log-analysis/medium,False,0.631,355.850,224.598
log-analysis/full,False,0.662,988.082,654.118
nlp/1_1,False,0.839,7.777,6.529
nlp/2_1,False,0.823,7.754,6.382
nlp/2_2,False,5.698,1.034,5.893
nlp/3_1,False,0.841,8.044,6.763
nlp/3_2,False,0.822,8.030,6.598
nlp/3_3,False,0.755,9.120,6.888
nlp/4_3,False,0.801,9.453,7.573
nlp/4_3b,False,0.768,9.906,7.612
nlp/6_1,False,10.453,1.092,11.412
nlp/6_1_1,False,1.183,5.470,6.469
nlp/6_1_2,False,0.869,7.549,6.559
nlp/6_2,False,0.804,12.868,10.340
nlp/6_3,False,1.058,5.650,5.977
nlp/6_4,False,1.040,6.147,6.395
nlp/6_5,False,1.206,5.672,6.838
nlp/6_7,False,21.818,0.637,13.895
nlp/7_1,False,3.783,1.617,6.118
nlp/7_2,False,1.297,4.565,5.921
nlp/8_1,False,0.950,8.301,7.886
nlp/8.2_1,False,0.962,7.065,6.796
nlp/8.2_2,False,0.768,10.272,7.886
nlp/8.3_2,False,0.814,8.873,7.223
nlp/8.3_3,False,1.483,4.409,6.537
nlp10x/1_1,False,0.232,76.118,17.624
nlp10x/2_1,False,0.233,76.104,17.759
nlp10x/2_2,False,0.755,8.805,6.647
nlp10x/3_1,False,0.232,76.545,17.756
nlp10x/3_2,False,0.232,76.559,17.744
nlp10x/3_3,False,0.236,77.654,18.319
nlp10x/4_3,False,0.226,92.246,20.869
nlp10x/4_3b,False,0.230,95.379,21.890
nlp10x/6_1,False,6.214,1.736,10.788
nlp10x/6_1_1,False,0.266,52.313,13.917
nlp10x/6_1_2,False,0.234,70.870,16.559
nlp10x/6_2,False,0.189,123.034,23.307
nlp10x/6_3,False,0.256,53.136,13.597
nlp10x/6_4,False,0.263,56.012,14.704
nlp10x/6_5,False,0.268,53.564,14.351
nlp10x/6_7,False,7.028,1.969,13.838
nlp10x/7_1,False,0.533,13.876,7.400
nlp10x/7_2,False,0.262,46.759,12.247
nlp10x/8_1,False,0.239,71.639,17.093
nlp10x/8.2_1,False,0.242,63.862,15.484
nlp10x/8.2_2,False,0.230,92.577,21.337
nlp10x/8.3_2,False,0.238,72.177,17.190
nlp10x/8.3_3,False,0.180,105.812,19.049
nlp100x/1_1,False,0.180,785.312,141.279
nlp100x/2_1,False,0.182,785.731,143.306
nlp100x/2_2,False,0.232,90.892,21.124
nlp100x/3_1,False,0.181,786.253,142.174
nlp100x/3_2,False,0.180,785.191,141.308
nlp100x/3_3,False,0.188,786.437,148.028
nlp100x/4_3,False,0.183,948.724,173.571
nlp100x/4_3b,False,0.182,984.215,179.566
nlp100x/6_1,False,1.426,8.159,11.639
nlp100x/6_1_1,False,0.181,522.390,94.306
nlp100x/6_1_2,False,0.178,699.951,124.726
nlp100x/6_2,False,0.136,1222.172,166.592
nlp100x/6_3,False,0.184,527.946,97.241
nlp100x/6_4,False,0.182,558.933,101.901
nlp100x/6_5,False,0.185,525.868,97.038
nlp100x/6_7,False,0.948,14.902,14.122
nlp100x/7_1,False,0.212,136.849,29.052
nlp100x/7_2,False,0.180,511.361,92.246
nlp100x/8_1,False,0.180,700.209,125.795
nlp100x/8.2_1,False,0.181,660.043,119.200
nlp100x/8.2_2,False,0.184,942.901,173.068
nlp100x/8.3_2,False,0.179,700.847,125.249
nlp100x/8.3_3,False,0.138,1045.883,144.706
sklearn,False,1.038,69.596,72.264
sklearn_large,False,0.261,455.229,118.699
web-index/web-index-100m,False,2.135,356.405,760.818
