max_temp/tiny,False,1.603,18.313,29.359
max_temp/small,False,0.637,297.745,189.793
max_temp/medium,False,0.507,951.749,483.010
max_temp/large,False,0.383,2526.049,968.367
bio4/small,True,0.679,37.240,25.280
bio4/medium,True,0.657,194.420,127.660
bio4/large,True,0.489,4453.920,2176.280
unix_50/full,False,48.864,0.045,2.178
unix_50/full10m,False,0.611,3.759,2.296
unix_50/full100m,False,0.226,39.863,9.011
dgsh/1,False,1.164,2.674,3.112
dgsh/1-10x,False,0.753,23.951,18.036
dgsh/1-100x,False,0.727,234.239,170.405
dgsh/1-1000x,False,0.713,2338.268,1667.530
dgsh/2,False,0.937,34.653,32.476
dgsh/3,False,1.562,6.892,10.765
dgsh/4,False,1.258,3.528,4.438
dgsh/5,False,2.305,0.551,1.270
dgsh/5-10x,False,1.153,4.869,5.613
dgsh/5-100x,False,1.020,50.263,51.248
dgsh/5-1000x,False,1.005,519.722,522.095
dgsh/6,False,2.845,0.539,1.534
dgsh/6-10x,False,1.397,2.423,3.385
dgsh/6-100x,False,1.058,21.180,22.399
dgsh/6-1000x,False,1.012,206.461,208.911
dgsh/7,False,63.214,0.095,6.000
dgsh/7-10x,False,11.149,0.548,6.105
dgsh/7-100x,False,1.568,4.906,7.692
dgsh/7-1000x,False,0.686,48.188,33.072
dgsh/8,False,1.679,1.607,2.699
dgsh/8-10x,False,0.777,15.582,12.111
dgsh/8-100x,False,0.693,155.773,107.885
dgsh/8-1000x,False,0.686,1549.543,1062.791
dgsh/9,False,9.164,0.346,3.171
dgsh/17,False,133.215,0.007,0.867
dgsh/17-10x,False,43.350,0.019,0.831
dgsh/17-100x,False,6.977,0.130,0.907
dgsh/17-1000x,False,2.226,1.213,2.701
dgsh/18,False,8.300,0.238,1.974
bus-analytics/full,False,0.251,120.383,30.168
bus-analytics/full-100M,False,0.418,3.225,1.347
bus-analytics/full-10G,False,0.247,346.148,85.403
log-analysis/small,False,0.901,38.812,34.977
log-analysis/medium,False,0.627,356.115,223.337
log-analysis/full,False,0.660,990.721,653.867
nlp/1_1,False,0.794,7.753,6.156
nlp/2_1,False,0.825,7.763,6.406
nlp/2_2,False,5.517,1.025,5.653
nlp/3_1,False,0.768,8.052,6.184
nlp/3_2,False,0.808,8.009,6.471
nlp/3_3,False,0.748,9.123,6.821
nlp/4_3,False,0.763,9.431,7.197
nlp/4_3b,False,0.733,9.872,7.233
nlp/6_1,False,10.071,1.101,11.092
nlp/6_1_1,False,1.085,5.475,5.939
nlp/6_1_2,False,0.868,7.532,6.537
nlp/6_2,False,0.817,12.854,10.497
nlp/6_3,False,1.069,5.675,6.068
nlp/6_4,False,1.128,6.166,6.955
nlp/6_5,False,1.087,5.682,6.178
nlp/6_7,False,21.356,0.630,13.459
nlp/7_1,False,3.720,1.599,5.947
nlp/7_2,False,1.408,4.562,6.423
nlp/8_1,False,0.897,8.293,7.438
nlp/8.2_1,False,0.934,7.082,6.613
nlp/8.2_2,False,0.714,10.277,7.334
nlp/8.3_2,False,0.814,8.887,7.231
nlp/8.3_3,False,1.510,4.392,6.631
nlp10x/1_1,False,0.229,76.311,17.474
nlp10x/2_1,False,0.229,76.259,17.479
nlp10x/2_2,False,0.766,8.765,6.717
nlp10x/3_1,False,0.231,76.725,17.730
nlp10x/3_2,False,0.231,76.475,17.702
nlp10x/3_3,False,0.235,77.657,18.284
nlp10x/4_3,False,0.230,92.108,21.155
nlp10x/4_3b,False,0.229,95.469,21.858
nlp10x/6_1,False,6.281,1.778,11.165
nlp10x/6_1_1,False,0.258,52.377,13.539
nlp10x/6_1_2,False,0.232,70.788,16.450
nlp10x/6_2,False,0.192,122.871,23.542
nlp10x/6_3,False,0.266,53.142,14.133
nlp10x/6_4,False,0.258,56.505,14.589
nlp10x/6_5,False,0.265,53.548,14.181
nlp10x/6_7,False,6.954,2.002,13.919
nlp10x/7_1,False,0.544,13.784,7.492
nlp10x/7_2,False,0.268,46.630,12.514
nlp10x/8_1,False,0.244,71.585,17.436
nlp10x/8.2_1,False,0.248,63.550,15.752
nlp10x/8.2_2,False,0.239,92.560,22.086
nlp10x/8.3_2,False,0.239,72.424,17.277
nlp10x/8.3_3,False,0.180,105.789,19.022
nlp100x/1_1,False,0.180,785.409,141.305
nlp100x/2_1,False,0.180,785.105,141.628
nlp100x/2_2,False,0.232,91.712,21.289
nlp100x/3_1,False,0.181,787.506,142.213
nlp100x/3_2,False,0.180,786.768,141.716
nlp100x/3_3,False,0.181,786.840,142.410
nlp100x/4_3,False,0.182,949.442,172.535
nlp100x/4_3b,False,0.184,984.288,180.705
nlp100x/6_1,False,1.278,9.066,11.591
nlp100x/6_1_1,False,0.182,521.251,95.042
nlp100x/6_1_2,False,0.178,699.822,124.353
nlp100x/6_2,False,0.136,1221.700,166.295
nlp100x/6_3,False,0.182,527.958,96.288
nlp100x/6_4,False,0.181,559.459,101.234
nlp100x/6_5,False,0.181,527.012,95.499
nlp100x/6_7,False,0.920,15.115,13.900
nlp100x/7_1,False,0.211,136.192,28.705
nlp100x/7_2,False,0.180,512.106,92.206
nlp100x/8_1,False,0.179,701.036,125.373
nlp100x/8.2_1,False,0.181,660.744,119.292
nlp100x/8.2_2,False,0.185,943.615,174.386
nlp100x/8.3_2,False,0.180,700.159,125.995
nlp100x/8.3_3,False,0.139,1045.067,145.349
sklearn,False,1.015,70.370,71.428
sklearn_large,False,0.297,440.300,130.846
web-index/web-index-100m,False,2.142,361.977,775.398
