max_temp/tiny,False,1.597,17.661,28.205
max_temp/small,False,0.598,296.257,177.141
max_temp/medium,False,0.543,942.476,511.911
max_temp/large,False,0.462,2522.777,1166.360
bio4/small,True,0.659,38.260,25.230
bio4/medium,True,0.632,201.210,127.140
bio4/large,True,0.482,4522.390,2181.020
unix_50/full,False,42.918,0.046,1.995
unix_50/full10m,False,0.621,3.764,2.339
unix_50/full100m,False,0.227,39.841,9.046
dgsh/1,False,1.144,2.686,3.073
dgsh/1-10x,False,0.760,23.718,18.035
dgsh/1-100x,False,0.725,237.576,172.215
dgsh/1-1000x,False,0.579,2832.524,1639.948
dgsh/2,False,0.927,34.792,32.269
dgsh/3,False,1.537,6.738,10.354
dgsh/4,False,1.226,3.667,4.494
dgsh/5,False,2.286,0.550,1.257
dgsh/5-10x,False,1.182,4.792,5.666
dgsh/5-100x,False,1.020,50.313,51.308
dgsh/5-1000x,False,1.022,518.633,530.171
dgsh/6,False,2.856,0.537,1.534
dgsh/6-10x,False,1.393,2.442,3.400
dgsh/6-100x,False,1.057,21.009,22.214
dgsh/6-1000x,False,1.010,206.827,208.806
dgsh/7,False,67.647,0.094,6.392
dgsh/7-10x,False,11.277,0.553,6.236
dgsh/7-100x,False,1.555,4.865,7.567
dgsh/7-1000x,False,0.657,47.641,31.285
dgsh/8,False,1.986,1.598,3.173
dgsh/8-10x,False,0.774,15.563,12.041
dgsh/8-100x,False,0.694,154.144,106.939
dgsh/8-1000x,False,0.705,1540.275,1085.919
dgsh/9,False,7.707,0.361,2.779
dgsh/17,False,111.548,0.006,0.714
dgsh/17-10x,False,40.452,0.018,0.722
dgsh/17-100x,False,5.882,0.136,0.799
dgsh/17-1000x,False,1.603,1.227,1.968
dgsh/18,False,8.614,0.235,2.024
bus-analytics/full,False,0.246,118.828,29.277
bus-analytics/full-100M,False,0.439,3.197,1.402
bus-analytics/full-10G,False,0.251,349.702,87.657
log-analysis/small,False,0.881,38.929,34.304
log-analysis/medium,False,0.656,355.923,233.460
log-analysis/full,False,0.694,986.489,684.361
nlp/1_1,False,0.794,7.777,6.175
nlp/2_1,False,0.847,7.768,6.580
nlp/2_2,False,5.472,1.043,5.707
nlp/3_1,False,0.824,8.053,6.635
nlp/3_2,False,0.757,8.025,6.075
nlp/3_3,False,0.728,9.130,6.646
nlp/4_3,False,0.763,9.459,7.220
nlp/4_3b,False,0.744,9.907,7.370
nlp/6_1,False,9.859,1.107,10.919
nlp/6_1_1,False,1.148,5.465,6.274
nlp/6_1_2,False,0.833,7.505,6.253
nlp/6_2,False,0.821,12.879,10.573
nlp/6_3,False,1.106,5.656,6.254
nlp/6_4,False,1.084,6.169,6.690
nlp/6_5,False,1.199,5.659,6.784
nlp/6_7,False,21.431,0.636,13.621
nlp/7_1,False,3.718,1.604,5.962
nlp/7_2,False,1.292,4.566,5.898
nlp/8_1,False,0.896,8.289,7.425
nlp/8.2_1,False,0.917,7.053,6.469
nlp/8.2_2,False,0.760,10.272,7.806
nlp/8.3_2,False,0.794,8.862,7.033
nlp/8.3_3,False,1.518,4.428,6.719
nlp10x/1_1,False,0.234,76.282,17.836
nlp10x/2_1,False,0.235,76.183,17.921
nlp10x/2_2,False,0.819,8.793,7.204
nlp10x/3_1,False,0.228,76.892,17.556
nlp10x/3_2,False,0.230,76.474,17.613
nlp10x/3_3,False,0.235,77.471,18.241
nlp10x/4_3,False,0.227,92.103,20.943
nlp10x/4_3b,False,0.229,95.598,21.884
nlp10x/6_1,False,5.789,1.935,11.203
nlp10x/6_1_1,False,0.256,52.348,13.415
nlp10x/6_1_2,False,0.234,70.924,16.565
nlp10x/6_2,False,0.192,122.854,23.637
nlp10x/6_3,False,0.256,53.068,13.579
nlp10x/6_4,False,0.260,56.175,14.608
nlp10x/6_5,False,0.268,53.651,14.385
nlp10x/6_7,False,6.679,2.137,14.272
nlp10x/7_1,False,0.524,13.745,7.202
nlp10x/7_2,False,0.269,46.730,12.588
nlp10x/8_1,False,0.240,71.600,17.152
nlp10x/8.2_1,False,0.241,63.872,15.388
nlp10x/8.2_2,False,0.232,92.401,21.402
nlp10x/8.3_2,False,0.236,72.139,17.056
nlp10x/8.3_3,False,0.174,105.755,18.446
nlp100x/1_1,False,0.184,785.622,144.592
nlp100x/2_1,False,0.181,783.651,142.132
nlp100x/2_2,False,0.236,90.726,21.423
nlp100x/3_1,False,0.180,787.598,141.922
nlp100x/3_2,False,0.184,787.687,144.736
nlp100x/3_3,False,0.182,789.611,143.873
nlp100x/4_3,False,0.182,950.745,173.115
nlp100x/4_3b,False,0.183,983.324,180.091
nlp100x/6_1,False,1.450,7.876,11.424
nlp100x/6_1_1,False,0.181,521.655,94.267
nlp100x/6_1_2,False,0.178,700.147,124.800
nlp100x/6_2,False,0.136,1220.324,165.805
nlp100x/6_3,False,0.183,528.024,96.778
nlp100x/6_4,False,0.182,559.041,101.499
nlp100x/6_5,False,0.181,525.517,95.099
nlp100x/6_7,False,0.945,14.818,13.998
nlp100x/7_1,False,0.212,135.965,28.778
nlp100x/7_2,False,0.179,514.609,92.342
nlp100x/8_1,False,0.180,700.086,125.741
nlp100x/8.2_1,False,0.180,660.684,118.882
nlp100x/8.2_2,False,0.183,943.236,172.930
nlp100x/8.3_2,False,0.178,700.701,124.974
nlp100x/8.3_3,False,0.139,1045.016,145.134
sklearn,False,0.979,73.313,71.799
sklearn_large,False,0.244,435.995,106.323
web-index/web-index-100m,False,2.216,355.374,787.641
